Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23
2009-04-18,18,13.8,19.2,0.0,1.8,4.1,SSW,30.0,SSW,SSE,13.0,19.0,67.0,61.0,1023.5,1023.3,5.0,7.0,16.5,18.4,No,No
2009-04-20,18,8.7,22.0,0.0,2.8,9.5,S,19.0,WNW,SSE,2.0,11.0,95.0,43.0,1024.2,1020.6,8.0,0.0,11.5,21.5,No,No
2009-04-27,18,8.4,14.4,1.8,3.0,2.7,WNW,50.0,NNW,NNW,13.0,7.0,65.0,57.0,1011.5,1010.6,6.0,7.0,10.5,13.4,Yes,Yes
2009-05-13,18,9.8,17.0,0.2,1.4,1.6,W,41.0,NW,W,13.0,20.0,63.0,47.0,1016.7,1013.7,7.0,7.0,13.7,16.4,No,No
2009-05-19,18,8.2,21.1,0.0,1.0,6.3,NNE,30.0,NNE,N,6.0,20.0,88.0,41.0,1022.7,1019.3,6.0,7.0,9.1,20.3,No,No
2009-06-01,18,6.8,14.8,0.0,2.2,0.0,N,30.0,NNW,NE,2.0,11.0,76.0,67.0,1031.1,1029.2,7.0,8.0,10.6,14.4,No,No
2009-06-04,18,12.3,17.5,1.8,0.4,0.7,N,41.0,N,NNW,28.0,15.0,73.0,59.0,1018.8,1016.3,7.0,7.0,14.1,16.5,Yes,No
2009-06-18,18,4.6,17.6,0.0,0.8,8.6,N,31.0,WNW,N,2.0,20.0,92.0,46.0,1030.7,1028.1,7.0,2.0,5.4,16.4,No,No
2009-06-23,18,8.6,16.6,0.0,1.8,1.5,N,56.0,NE,NNE,26.0,22.0,77.0,61.0,1017.5,1013.4,7.0,7.0,11.1,16.1,No,Yes
2009-06-25,18,5.5,15.0,0.0,2.6,3.8,W,39.0,N,NNW,15.0,6.0,84.0,67.0,1013.7,1010.0,6.0,6.0,7.2,13.6,No,No
2009-07-07,18,7.6,14.2,0.4,0.4,9.1,N,33.0,NNW,WSW,6.0,9.0,75.0,47.0,1026.5,1024.3,0.0,0.0,7.9,13.4,No,No
2009-07-09,18,4.2,16.9,0.0,2.2,8.3,N,50.0,NNE,N,13.0,19.0,74.0,45.0,1030.3,1027.1,6.0,3.0,6.3,15.6,No,No
2009-07-17,18,5.0,15.0,0.0,1.0,7.2,N,30.0,N,NE,9.0,2.0,85.0,55.0,1022.7,1020.4,3.0,7.0,6.6,13.7,No,No
2009-07-29,18,9.4,16.4,0.0,1.2,4.4,W,37.0,N,W,13.0,20.0,71.0,52.0,1024.0,1023.1,6.0,7.0,12.3,16.0,No,No
2009-08-01,18,10.6,16.6,0.2,1.6,3.8,W,44.0,N,W,17.0,24.0,64.0,53.0,1023.9,1022.7,6.0,7.0,11.9,15.8,No,No
2009-08-04,18,8.5,15.0,0.0,3.8,2.5,N,50.0,N,NW,35.0,24.0,58.0,62.0,1017.7,1015.6,7.0,7.0,10.2,14.5,No,Yes
2009-08-13,18,9.3,18.5,0.4,0.6,7.6,WSW,37.0,N,SW,17.0,11.0,81.0,61.0,1014.6,1013.3,2.0,7.0,11.1,16.7,No,No
2009-08-27,18,8.5,18.8,0.0,4.6,7.8,NW,61.0,NNW,NNW,31.0,33.0,62.0,38.0,1012.1,1009.1,1.0,6.0,11.7,18.0,No,No
2009-08-31,18,9.1,16.6,0.0,2.8,3.6,WNW,56.0,WNW,W,30.0,30.0,62.0,73.0,1014.2,1013.5,7.0,7.0,13.0,13.6,No,Yes
2009-09-07,18,9.6,15.9,0.8,2.8,3.0,NNE,39.0,N,SSW,19.0,13.0,70.0,64.0,1003.8,1003.4,7.0,7.0,12.4,14.9,No,Yes
2009-09-08,18,10.2,15.3,4.8,1.0,4.8,SSW,57.0,SW,SSW,28.0,35.0,82.0,80.0,1011.9,1012.2,7.0,7.0,12.3,12.7,Yes,No
2009-09-28,18,8.5,14.7,3.6,3.6,2.9,WSW,50.0,SW,SW,24.0,13.0,87.0,54.0,1014.6,1013.3,8.0,7.0,10.3,14.3,Yes,Yes
2009-10-25,18,12.0,18.2,0.0,5.8,8.7,SSE,56.0,SSE,S,31.0,41.0,51.0,36.0,1021.0,1021.9,7.0,4.0,13.3,17.4,No,No
2009-11-22,18,15.2,18.4,45.8,8.6,1.6,SW,56.0,SE,SSW,15.0,20.0,93.0,69.0,998.1,1007.5,8.0,8.0,15.3,17.5,Yes,Yes
2009-11-23,18,11.3,22.0,16.0,5.6,10.9,SSW,37.0,SW,S,13.0,24.0,51.0,38.0,1024.1,1024.1,4.0,5.0,15.1,20.5,Yes,No
2009-11-27,18,18.8,28.8,5.6,2.8,6.0,NNE,46.0,N,N,26.0,30.0,69.0,54.0,1007.4,1006.1,7.0,7.0,20.7,25.6,Yes,Yes
2009-12-01,18,12.1,22.7,0.0,5.6,12.3,SE,61.0,ESE,SE,31.0,26.0,54.0,37.0,1022.0,1019.9,1.0,2.0,15.8,21.3,No,No
2009-12-03,18,16.3,32.3,0.0,11.6,6.5,SW,69.0,N,NW,41.0,30.0,25.0,28.0,1014.8,1010.9,6.0,7.0,23.9,28.8,No,No
2009-12-06,18,13.2,26.3,0.0,3.2,12.6,SSE,39.0,WSW,NW,11.0,13.0,64.0,39.0,1017.7,1013.6,7.0,2.0,16.2,24.3,No,No
2009-12-11,18,10.7,20.5,11.6,6.6,10.0,WSW,44.0,W,WSW,31.0,28.0,54.0,38.0,1017.1,1017.8,5.0,7.0,14.7,19.3,Yes,No
2009-12-13,18,14.9,21.5,0.0,3.4,4.0,SSE,39.0,SSW,SSE,28.0,20.0,64.0,60.0,1020.2,1020.1,7.0,6.0,17.0,21.0,No,No
2009-12-22,18,15.9,27.5,0.0,7.4,11.1,S,33.0,SSW,SSE,7.0,15.0,67.0,43.0,1013.2,1011.8,6.0,1.0,19.0,24.3,No,No
2010-01-05,18,16.0,25.0,0.0,6.4,13.9,SSW,41.0,ENE,S,6.0,28.0,71.0,57.0,1013.9,1014.5,2.0,5.0,19.3,23.0,No,No
2010-01-07,18,14.8,24.7,0.0,6.2,13.0,SSE,35.0,SE,S,17.0,22.0,51.0,44.0,1018.9,1017.0,3.0,0.0,18.0,23.7,No,No
2010-01-22,18,19.5,37.5,0.0,10.0,1.0,NNW,70.0,N,N,41.0,26.0,50.0,13.0,1005.2,1002.2,7.0,7.0,24.8,34.4,No,No
2010-01-24,18,12.7,22.3,0.0,7.4,10.3,S,33.0,E,S,9.0,13.0,59.0,47.0,1016.2,1014.4,7.0,1.0,15.7,21.8,No,No
2010-01-25,18,13.6,23.8,0.0,6.6,11.2,S,33.0,SE,S,13.0,20.0,62.0,48.0,1014.8,1012.4,6.0,1.0,16.7,22.3,No,No
2010-01-26,18,13.8,24.5,0.0,7.0,9.9,S,43.0,SSW,SSE,11.0,26.0,69.0,60.0,1011.5,1012.3,7.0,2.0,17.8,22.5,No,No
2010-02-07,18,14.9,33.2,0.0,5.2,13.0,SSE,31.0,,SSE,0.0,13.0,67.0,40.0,1022.1,1018.9,0.0,1.0,19.3,30.7,No,No
2010-02-11,18,22.2,31.4,0.0,3.4,4.5,SW,72.0,WNW,NNE,9.0,20.0,67.0,64.0,1014.4,1009.0,6.0,7.0,24.2,29.1,No,Yes
2010-02-16,18,16.0,27.3,0.0,5.6,12.7,S,39.0,SSE,S,26.0,24.0,67.0,44.0,1017.5,1015.7,1.0,0.0,19.1,25.5,No,No
2010-03-10,18,13.7,20.4,0.0,6.0,4.6,S,44.0,SW,S,17.0,31.0,57.0,44.0,1026.5,1028.4,7.0,5.0,15.3,19.3,No,No
2010-03-31,18,13.4,23.9,0.0,3.6,7.6,SW,26.0,SW,WSW,7.0,9.0,78.0,48.0,1023.0,1019.9,7.0,1.0,13.8,23.4,No,No
2010-04-04,18,12.7,25.8,0.0,4.4,9.7,N,33.0,W,N,4.0,20.0,67.0,40.0,1022.0,1016.9,4.0,6.0,15.8,25.1,No,No
2010-04-22,18,16.4,30.1,0.0,3.6,8.9,NNW,52.0,N,NW,28.0,26.0,58.0,31.0,1020.1,1016.5,1.0,5.0,21.7,29.5,No,No
2010-04-23,18,20.8,26.4,0.0,8.0,1.2,NNW,56.0,N,NNW,24.0,20.0,44.0,62.0,1014.5,1011.8,7.0,7.0,22.6,22.7,No,Yes
2010-04-27,18,11.7,17.8,0.0,4.6,0.6,N,52.0,N,SW,30.0,9.0,62.0,83.0,1018.0,1017.3,7.0,7.0,14.8,14.3,No,No
2010-05-06,18,11.4,18.0,2.2,3.4,5.5,N,31.0,NW,WSW,13.0,19.0,89.0,43.0,1020.1,1020.5,7.0,5.0,13.0,17.0,Yes,No
2010-05-10,18,14.5,20.6,0.0,4.4,8.2,N,54.0,N,N,31.0,31.0,60.0,53.0,1016.9,1011.4,2.0,6.0,16.2,19.4,No,Yes
2010-05-21,18,9.9,16.1,0.0,2.0,0.9,S,28.0,W,S,7.0,19.0,77.0,55.0,1023.6,1021.9,7.0,6.0,12.0,15.0,No,No
2010-05-22,18,4.3,16.1,0.0,0.6,9.4,SE,26.0,NW,SSE,6.0,17.0,77.0,53.0,1024.2,1021.5,2.0,3.0,6.2,15.4,No,No
2010-06-04,18,6.2,12.4,0.0,2.2,0.0,WSW,19.0,W,,7.0,0.0,89.0,79.0,1024.4,1021.7,8.0,8.0,10.6,12.1,No,No
2010-06-12,18,8.0,13.2,2.8,2.8,2.8,S,37.0,WSW,SSW,15.0,20.0,84.0,63.0,1026.7,1026.3,7.0,6.0,8.7,12.8,Yes,No
2010-06-15,18,5.8,15.0,0.0,1.6,6.4,NNE,33.0,N,W,20.0,9.0,76.0,40.0,1030.7,1027.2,7.0,7.0,7.5,14.3,No,No
2010-06-21,18,5.8,15.1,1.8,2.0,7.5,N,26.0,N,E,17.0,9.0,99.0,49.0,1034.9,1034.1,6.0,3.0,6.9,14.0,Yes,No
2010-06-25,18,12.8,14.7,0.4,3.6,0.1,N,65.0,N,N,39.0,22.0,80.0,82.0,1016.6,1014.7,,8.0,14.1,14.1,No,Yes
2010-06-26,18,6.7,13.3,11.8,1.6,2.0,SW,37.0,W,SSW,20.0,28.0,79.0,68.0,1022.9,1022.6,7.0,6.0,7.1,11.7,Yes,Yes
2010-06-29,18,5.7,10.8,0.0,4.0,0.8,N,76.0,N,N,35.0,39.0,65.0,61.0,1015.9,1014.6,7.0,7.0,7.6,9.4,No,Yes
2010-07-11,18,10.8,16.1,0.0,2.0,9.0,NW,48.0,N,NW,17.0,24.0,75.0,61.0,1016.7,1017.0,1.0,7.0,11.3,14.5,No,No
2010-07-12,18,9.3,16.7,0.0,2.4,8.6,N,48.0,N,N,20.0,30.0,79.0,48.0,1022.2,1019.2,0.0,2.0,10.2,16.1,No,No
2010-07-13,18,9.7,16.8,0.0,2.4,3.0,NNE,67.0,N,NNE,22.0,31.0,63.0,54.0,1011.5,1002.5,6.0,7.0,11.7,16.7,No,Yes
2010-08-01,18,8.1,13.9,3.4,3.2,4.6,W,67.0,W,WSW,20.0,37.0,87.0,44.0,1012.6,1012.4,7.0,7.0,8.2,12.9,Yes,Yes
2010-08-07,18,4.9,15.2,0.0,1.2,7.2,N,41.0,N,NNE,19.0,24.0,86.0,40.0,1026.0,1021.6,7.0,6.0,5.8,14.1,No,No
2010-08-14,18,10.2,15.9,0.0,3.8,3.8,N,89.0,N,N,57.0,44.0,55.0,46.0,1007.4,1000.7,7.0,7.0,12.7,15.5,No,No
2010-08-21,18,7.4,16.4,0.0,2.4,7.0,W,48.0,NNW,W,24.0,28.0,64.0,40.0,1015.6,1015.1,,,9.8,15.6,No,No
2010-09-04,18,8.8,19.0,9.6,2.6,1.3,WNW,72.0,N,N,37.0,50.0,87.0,71.0,997.3,990.8,8.0,6.0,16.5,17.2,Yes,Yes
2010-09-06,18,8.4,15.4,1.8,3.0,6.8,SSW,52.0,WNW,WSW,20.0,28.0,56.0,48.0,1018.8,1018.8,4.0,7.0,10.8,13.3,Yes,Yes
2010-09-18,18,10.1,17.0,0.0,2.2,2.9,SW,44.0,WSW,S,17.0,24.0,77.0,64.0,1021.3,1019.8,,,10.8,13.8,No,Yes
2010-09-24,18,9.8,17.0,0.0,3.0,3.3,N,39.0,W,E,9.0,6.0,62.0,49.0,1024.1,1018.9,7.0,7.0,11.1,16.1,No,No
2010-09-27,18,12.8,17.3,0.2,5.2,1.0,SW,52.0,NNW,SW,20.0,30.0,56.0,76.0,1010.7,1010.9,7.0,7.0,15.3,12.5,No,Yes
2010-09-29,18,5.8,15.3,1.2,3.0,10.1,SSW,48.0,SW,SSE,20.0,22.0,63.0,45.0,1023.4,1023.2,7.0,6.0,9.9,13.9,Yes,No
2010-10-04,18,15.5,23.5,0.0,6.8,6.5,NNE,61.0,N,NNE,41.0,43.0,54.0,47.0,1021.8,1018.2,7.0,5.0,18.6,22.7,No,Yes
2010-10-09,18,9.3,19.1,0.0,1.8,8.5,S,30.0,W,S,9.0,17.0,69.0,40.0,1027.0,1026.2,,,12.2,18.7,No,No
2010-10-12,18,18.3,23.4,0.0,8.0,4.2,N,72.0,N,N,52.0,39.0,55.0,54.0,1023.0,1019.8,7.0,7.0,20.0,22.8,No,Yes
2010-10-22,18,12.2,28.9,0.0,6.2,10.0,WNW,61.0,N,N,30.0,37.0,49.0,30.0,1017.1,1013.2,1.0,5.0,20.8,27.3,No,Yes
2010-11-02,18,10.5,19.0,0.6,4.4,3.2,WSW,44.0,WSW,WSW,15.0,20.0,78.0,77.0,1018.4,1016.9,,,13.4,16.1,No,Yes
2010-11-11,18,14.0,30.7,0.0,3.8,9.5,NNE,43.0,NE,N,7.0,31.0,74.0,29.0,1013.3,1007.6,7.0,6.0,16.4,28.5,No,No
2011-01-07,18,17.9,33.4,0.0,9.2,8.7,N,74.0,N,N,46.0,43.0,47.0,34.0,1009.0,1008.1,,,25.6,31.2,No,No
2011-01-18,18,15.5,21.9,0.0,5.4,1.0,SW,31.0,SW,SSW,20.0,22.0,99.0,55.0,1011.0,1010.2,,,16.6,20.4,No,No
2011-01-20,18,13.3,28.4,0.0,4.6,12.6,NNW,41.0,W,N,7.0,17.0,70.0,54.0,1012.5,1009.6,3.0,3.0,16.6,24.8,No,No
2011-01-23,18,18.3,29.0,0.0,3.6,11.4,SSE,30.0,SW,S,9.0,17.0,80.0,51.0,1009.9,1006.0,,,21.1,27.0,No,Yes
2011-02-07,18,10.8,21.5,82.2,4.6,12.7,S,37.0,WSW,S,9.0,22.0,57.0,45.0,1026.0,1024.2,3.0,1.0,15.0,20.2,Yes,Yes
2011-02-13,18,13.4,22.1,,4.8,7.4,S,44.0,NNE,S,4.0,26.0,70.0,55.0,1023.0,1023.0,,,14.7,20.6,,Yes
2011-02-26,18,15.6,29.8,11.8,3.0,7.1,SE,33.0,N,SSE,7.0,15.0,72.0,41.0,1009.8,1007.4,,,19.3,28.2,Yes,No
2011-03-20,18,13.6,30.1,2.0,2.8,8.5,N,39.0,N,NNE,7.0,20.0,82.0,38.0,1011.7,1007.6,,,16.9,28.9,Yes,No
2011-03-25,18,13.6,19.0,9.4,2.6,1.3,WSW,56.0,SW,S,26.0,31.0,74.0,45.0,1014.9,1018.0,7.0,7.0,15.2,18.5,Yes,No
2011-03-29,18,12.9,29.0,0.0,4.0,10.6,N,41.0,N,NW,19.0,20.0,82.0,31.0,1022.6,1017.9,0.0,4.0,14.4,27.5,No,No
2011-05-06,18,11.4,15.5,0.0,1.8,2.0,E,24.0,ENE,S,13.0,13.0,64.0,50.0,1025.4,1022.8,7.0,7.0,12.2,14.7,No,No
2011-06-01,18,3.4,18.3,0.0,1.6,9.3,N,31.0,NNW,SE,6.0,11.0,80.0,50.0,1028.1,1025.5,0.0,1.0,6.1,17.8,No,No
2011-06-05,18,7.7,16.3,,3.0,8.4,NNW,61.0,N,NW,20.0,22.0,59.0,33.0,1014.8,1009.4,,,9.0,15.6,,Yes
2011-06-06,18,5.6,13.8,4.8,3.0,6.1,W,33.0,WNW,W,19.0,17.0,69.0,47.0,1019.0,1018.1,3.0,5.0,7.0,12.4,Yes,No
2011-06-09,18,6.8,15.8,,1.0,3.3,S,46.0,SW,SSW,17.0,26.0,72.0,67.0,1020.8,1020.4,,,12.0,13.1,,Yes
2011-06-25,18,11.5,17.0,0.0,1.6,8.8,N,61.0,N,N,24.0,35.0,82.0,51.0,1028.8,1025.6,,,12.4,16.5,No,No
2011-07-12,18,9.1,13.6,3.2,2.4,0.2,W,50.0,NW,W,20.0,39.0,64.0,54.0,1022.8,1020.4,,,11.0,13.4,Yes,No
2011-07-17,18,4.6,14.1,0.0,1.4,2.5,N,57.0,N,NNE,30.0,28.0,75.0,69.0,1020.3,1017.8,,,10.7,13.2,No,Yes
2011-07-18,18,9.1,12.8,9.2,1.4,1.8,WSW,30.0,WNW,WSW,11.0,13.0,78.0,73.0,1017.4,1017.2,6.0,7.0,9.7,11.7,Yes,No
2011-07-24,18,6.7,12.8,,0.4,0.4,N,46.0,N,N,28.0,30.0,90.0,70.0,1018.1,1014.9,,,9.2,12.2,,Yes
2011-07-30,18,8.4,15.4,0.0,4.0,0.3,N,67.0,N,N,43.0,37.0,44.0,43.0,1019.1,1015.3,,,12.6,15.3,No,No
2011-08-10,18,8.1,12.6,1.2,0.0,0.0,S,48.0,N,S,9.0,15.0,82.0,87.0,1008.6,1008.6,7.0,8.0,9.9,10.8,Yes,Yes
2011-09-05,18,8.8,22.3,0.0,2.0,9.6,N,46.0,N,N,9.0,20.0,66.0,31.0,1023.3,1017.3,3.0,5.0,12.2,21.3,No,No
2011-09-10,18,7.1,16.1,8.0,2.4,3.8,SW,52.0,SW,S,31.0,19.0,71.0,61.0,1018.6,1016.3,,,10.7,16.1,Yes,No
2011-10-11,18,10.1,16.8,2.0,3.2,4.0,SW,46.0,W,SW,15.0,30.0,60.0,55.0,1013.3,1013.5,7.0,7.0,12.9,16.1,Yes,No
2011-11-02,18,12.6,15.8,0.4,2.6,0.0,SW,41.0,WSW,SSW,22.0,15.0,74.0,80.0,1015.6,1014.5,7.0,7.0,14.8,15.1,No,No
2011-11-08,18,16.8,26.9,8.4,5.8,3.2,W,57.0,NE,S,13.0,4.0,91.0,47.0,1011.0,1009.2,8.0,7.0,18.3,26.5,Yes,No
2011-11-16,18,13.6,20.8,9.4,6.6,11.5,SSE,37.0,S,SSE,19.0,17.0,51.0,45.0,1019.4,1019.6,7.0,2.0,16.7,19.3,Yes,No
2011-11-21,18,10.7,22.4,25.0,6.8,11.9,SW,28.0,WSW,W,15.0,13.0,49.0,38.0,1018.2,1014.8,5.0,5.0,15.2,20.9,Yes,No
2011-12-20,18,15.5,22.4,0.0,5.2,6.9,S,39.0,SW,S,20.0,26.0,68.0,54.0,1016.7,1017.2,7.0,7.0,17.8,21.7,No,No
2012-01-09,18,14.7,24.6,13.2,8.2,11.1,WNW,52.0,W,W,31.0,28.0,46.0,36.0,1009.2,1008.3,6.0,7.0,18.5,22.5,Yes,Yes
2012-01-12,18,12.5,21.5,2.6,7.4,4.6,SSE,41.0,SW,S,22.0,24.0,66.0,53.0,1020.3,1019.5,8.0,7.0,14.3,20.5,Yes,No
2012-01-30,18,22.3,32.5,2.8,10.8,6.9,SW,74.0,N,NNW,22.0,37.0,83.0,51.0,992.4,990.6,7.0,5.0,23.7,29.5,Yes,Yes
2012-01-31,18,15.1,20.8,3.4,10.4,4.0,SSE,54.0,SW,S,20.0,35.0,55.0,52.0,1012.6,1015.7,7.0,7.0,17.4,18.4,Yes,No
2012-02-15,18,17.4,34.0,0.0,8.4,7.8,N,61.0,N,NNW,44.0,30.0,57.0,22.0,1016.3,1013.0,4.0,6.0,23.3,33.1,No,No
2012-02-26,18,24.7,33.2,,15.2,10.3,NW,98.0,N,NNE,44.0,39.0,50.0,43.0,1013.1,1009.7,,,26.8,31.3,,Yes
2012-02-29,18,16.2,23.3,0.6,2.0,1.5,SSE,31.0,SSE,SSW,17.0,7.0,59.0,55.0,1015.7,1011.7,7.0,7.0,19.0,22.4,No,Yes
2012-03-30,18,14.2,28.2,0.0,3.6,10.6,N,50.0,NNE,N,13.0,30.0,82.0,36.0,1017.1,1013.4,0.0,3.0,16.1,27.3,No,No
2012-04-01,18,16.4,21.7,0.2,6.6,7.2,SSE,30.0,WSW,S,13.0,17.0,68.0,52.0,1019.3,1017.4,,,17.5,20.2,No,No
2012-04-15,18,16.9,27.2,0.0,6.6,10.1,N,54.0,N,NNE,39.0,30.0,48.0,25.0,1022.4,1019.3,,,19.6,26.5,No,No
2012-04-23,18,14.5,19.2,1.4,4.2,6.1,W,72.0,N,WSW,26.0,33.0,62.0,72.0,1008.0,1007.4,7.0,7.0,16.8,14.5,Yes,Yes
2012-05-06,18,9.9,16.2,,1.0,3.0,WSW,31.0,WSW,WSW,22.0,13.0,79.0,43.0,1018.4,1016.6,,,11.2,15.4,,Yes
2012-05-28,18,10.9,15.1,34.6,1.6,0.1,WSW,30.0,SW,SSW,19.0,15.0,76.0,67.0,1029.9,1029.4,7.0,7.0,11.9,14.2,Yes,No
2012-08-23,18,13.1,17.9,0.0,5.8,7.9,N,78.0,N,N,31.0,43.0,55.0,51.0,1000.5,998.7,2.0,6.0,14.5,16.0,No,Yes
2012-09-12,18,11.0,20.9,0.0,4.8,5.4,NNW,74.0,N,N,52.0,30.0,49.0,45.0,1016.1,1010.4,2.0,7.0,15.7,18.8,No,Yes
2012-09-19,18,11.3,17.6,4.6,0.0,2.6,SSE,20.0,SSW,NE,9.0,6.0,77.0,56.0,1017.7,1015.0,8.0,6.0,13.1,16.8,Yes,No
2012-10-03,18,9.9,27.2,0.0,4.0,11.4,N,50.0,N,NNW,20.0,24.0,49.0,30.0,1025.0,1020.4,,,18.7,24.7,No,No
2012-10-17,18,8.6,17.2,2.0,4.0,4.8,WSW,41.0,W,WSW,22.0,22.0,64.0,50.0,1020.8,1020.6,6.0,6.0,12.0,15.9,Yes,No
2012-10-29,18,9.3,25.4,5.2,4.0,12.2,N,52.0,NE,N,6.0,24.0,68.0,44.0,1021.3,1016.1,6.0,7.0,13.6,24.8,Yes,No
2012-11-07,18,14.8,19.6,1.6,3.2,0.3,SSE,26.0,W,SSE,9.0,17.0,76.0,65.0,1011.5,1009.5,8.0,8.0,16.2,19.3,Yes,Yes
2012-11-21,18,17.0,20.9,0.0,14.4,8.6,N,74.0,SW,SSE,28.0,35.0,56.0,46.0,1013.1,1014.8,6.0,3.0,18.8,19.9,No,No
2013-01-22,18,17.9,26.3,0.0,8.0,9.4,SE,41.0,SW,ESE,17.0,28.0,61.0,35.0,1011.8,1012.1,7.0,2.0,19.2,24.1,No,No
2013-03-04,18,17.3,32.7,0.0,7.6,12.0,N,43.0,N,E,33.0,13.0,51.0,28.0,1020.9,1017.4,0.0,0.0,22.5,31.2,No,No
2013-03-11,18,20.6,37.1,0.0,5.8,9.7,NNE,37.0,NNE,ENE,11.0,19.0,73.0,23.0,1016.8,1014.4,,,22.3,36.0,No,No
2013-03-30,18,12.0,22.4,,2.2,1.9,NNW,39.0,N,NNW,24.0,24.0,69.0,44.0,1016.2,1012.2,,,14.1,22.0,,Yes
2013-04-04,18,10.2,21.0,0.0,3.0,10.8,S,30.0,W,S,6.0,13.0,70.0,44.0,1029.7,1027.5,1.0,1.0,11.9,20.2,No,No
2013-04-19,18,9.8,18.4,4.8,2.4,10.7,SSE,54.0,SSE,SSE,28.0,35.0,50.0,39.0,1026.3,1024.6,3.0,,13.1,17.0,Yes,No
2013-05-07,18,7.2,20.2,0.8,3.0,4.7,N,52.0,N,N,11.0,30.0,84.0,42.0,1026.9,1024.2,7.0,5.0,11.6,18.7,No,No
2013-05-08,18,10.5,23.0,0.0,4.6,9.3,N,56.0,N,N,30.0,31.0,62.0,35.0,1028.0,1024.9,3.0,6.0,13.6,22.6,No,No
2013-05-14,18,7.8,13.6,2.4,3.8,5.2,NNW,52.0,N,NNW,30.0,22.0,68.0,67.0,1011.4,1009.4,3.0,7.0,9.6,11.5,Yes,Yes
2013-06-05,18,12.0,14.2,0.0,0.8,0.2,N,63.0,NNE,NNE,17.0,28.0,75.0,63.0,1023.2,1019.1,7.0,7.0,12.5,14.0,No,No
2013-06-29,18,6.7,14.5,0.0,1.4,3.2,N,26.0,W,S,9.0,11.0,90.0,81.0,1028.0,1026.9,,,8.0,12.1,No,No
2013-09-05,18,19.7,19.8,0.0,8.2,0.0,N,72.0,N,ESE,31.0,9.0,53.0,90.0,1022.9,1024.0,8.0,8.0,19.8,15.0,No,Yes
2013-09-09,18,11.5,22.9,0.2,5.2,4.7,N,81.0,N,N,56.0,50.0,38.0,40.0,1012.0,1003.2,7.0,5.0,16.3,21.7,No,No
2013-10-01,18,11.6,17.7,2.0,5.0,8.3,NW,96.0,WSW,WSW,39.0,37.0,64.0,40.0,1001.5,1006.7,6.0,6.0,13.5,16.2,Yes,No
2013-10-14,18,7.6,15.0,5.4,2.6,8.1,WSW,48.0,WSW,S,30.0,11.0,68.0,73.0,1019.1,1020.0,6.0,6.0,10.3,11.8,Yes,Yes
2013-10-20,18,17.3,31.6,0.0,11.2,7.8,N,80.0,N,NNW,35.0,39.0,29.0,13.0,1013.1,1009.7,,,21.2,30.7,No,No
2013-10-21,18,14.8,17.6,0.0,9.6,0.0,SSW,46.0,SSW,S,15.0,26.0,80.0,85.0,1015.1,1015.2,8.0,8.0,15.9,15.2,No,No
2013-11-14,18,10.7,17.5,7.8,2.6,3.1,WSW,43.0,SW,SSW,26.0,19.0,71.0,64.0,1017.3,1017.8,7.0,7.0,13.9,15.4,Yes,No
2013-12-08,18,16.3,27.8,,7.8,2.6,N,74.0,N,N,56.0,24.0,35.0,31.0,1012.0,1007.8,,,23.3,26.2,,Yes
2013-12-21,18,15.1,21.4,0.0,8.4,0.0,SSE,30.0,S,SW,17.0,15.0,76.0,61.0,1016.8,1012.9,,,16.8,20.9,No,No
2013-12-25,18,12.3,31.8,0.0,6.8,12.7,NNW,43.0,ENE,NW,4.0,20.0,62.0,20.0,1015.1,1010.9,,,17.9,29.2,No,No
2014-01-06,18,12.7,20.2,1.4,11.2,5.3,SW,57.0,SW,SW,33.0,37.0,54.0,49.0,1015.1,1018.1,6.0,,15.0,18.2,Yes,No
2014-01-07,18,14.0,20.8,0.0,6.6,7.0,SSE,54.0,S,S,28.0,35.0,52.0,42.0,1024.0,1022.9,7.0,,15.7,19.6,No,No
2014-01-31,18,18.6,27.0,0.0,7.2,10.8,S,35.0,S,S,13.0,19.0,74.0,55.0,1013.8,1012.8,7.0,0.0,21.3,26.8,No,No
2014-02-01,18,18.6,30.2,0.0,8.0,10.8,W,28.0,SW,S,7.0,17.0,79.0,52.0,1011.5,1009.0,,,20.3,28.3,No,No
2014-02-24,18,14.6,25.2,0.6,5.8,11.3,S,37.0,E,SE,11.0,15.0,69.0,50.0,1021.1,1017.1,7.0,3.0,17.7,24.2,No,No
2014-02-27,18,14.4,22.3,0.2,4.4,7.1,S,48.0,SSW,S,22.0,24.0,76.0,40.0,1021.2,1021.8,7.0,3.0,16.3,21.2,No,No
2014-03-12,18,16.7,22.2,2.2,4.8,9.0,SW,43.0,SW,S,20.0,19.0,78.0,43.0,1020.3,1020.3,7.0,7.0,17.2,21.1,Yes,No
2014-03-26,18,14.1,27.0,0.0,3.8,7.1,E,35.0,WNW,SE,9.0,15.0,80.0,50.0,1025.1,1021.7,3.0,7.0,17.3,26.3,No,Yes
2014-04-03,18,15.1,18.3,0.6,2.0,0.0,S,37.0,SW,S,15.0,28.0,60.0,72.0,1019.9,1020.3,8.0,7.0,17.5,17.5,No,No
